"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4774","Login to parabank application","Microsoft Edge","Wed Oct 22 11:48:14 IST 2025","passed","Wed Oct 22 11:48:18 IST 2025","parabank Applocation Login","features\parabankLogin.feature.spec.js","",""
